aqi,co,no2,o3,pm10,pm2_5,quality,rank,so2,time_point
45,0.8,47,57,45,27,优,40,13,2015-05-26
46,0.7,39,91,46,26,优,47,11,2015-05-27
61,0.7,32,113,45,25,良,141,10,2015-05-28
64,0.6,30,117,47,26,良,205,10,2015-05-29
57,0.7,38,108,42,24,良,148,9,2015-05-30
43,0.9,53,37,41,30,优,43,12,2015-05-31
44,0.9,48,33,44,26,优,48,11,2015-06-01
34,0.6,33,68,33,18,优,27,9,2015-06-02
50,0.6,30,99,34,18,优,140,11,2015-06-03
55,0.6,35,106,38,21,良,155,11,2015-06-04
39,0.8,42,62,39,23,优,41,11,2015-06-05
63,0.9,59,116,48,34,良,153,11,2015-06-06
36,0.8,30,71,31,16,优,43,9,2015-06-07
44,1.1,27,88,32,18,优,109,10,2015-06-08
47,0.7,26,93,34,19,优,96,14,2015-06-09
36,0.7,35,65,36,21,优,21,11,2015-06-10
37,0.8,35,73,35,21,优,35,10,2015-06-11
49,0.9,48,98,45,27,优,75,10,2015-06-12
47,0.9,39,85,47,26,优,96,13,2015-06-13
31,0.7,28,59,31,18,优,32,10,2015-06-14
51,0.7,31,101,31,18,良,113,12,2015-06-15
54,0.8,32,105,41,23,良,129,13,2015-06-16
58,0.7,26,109,36,20,良,161,13,2015-06-17
84,0.7,29,141,40,21,良,272,11,2015-06-18
73,0.7,24,127,34,18,良,229,11,2015-06-19
55,0.7,26,106,35,18,良,118,15,2015-06-20
43,0.7,26,85,31,18,优,74,11,2015-06-21
28,0.6,26,56,25,15,优,21,9,2015-06-22
32,0.7,27,63,23,14,优,41,9,2015-06-23
28,0.7,33,46,28,16,优,37,7,2015-06-24
53,0.7,29,103,40,21,良,196,8,2015-06-25
69,0.7,26,123,39,21,良,257,8,2015-06-26
62,0.7,22,114,37,19,良,230,9,2015-06-27
68,0.7,22,121,39,20,良,243,10,2015-06-28
89,0.7,23,147,40,21,良,321,13,2015-06-29
86,0.7,22,143,46,26,良,343,9,2015-06-30
77,0.7,26,132,46,25,良,274,9,2015-07-01
86,0.7,24,143,47,25,良,294,9,2015-07-02
85,0.8,27,142,51,27,良,280,11,2015-07-03
78,0.7,25,134,45,26,良,259,9,2015-07-04
48,0.9,38,95,44,32,优,110,8,2015-07-05
50,0.9,26,99,30,23,优,102,8,2015-07-06
55,0.8,24,106,34,23,良,123,11,2015-07-07
50,0.7,23,100,34,23,优,68,8,2015-07-08
40,0.8,23,80,35,22,优,40,9,2015-07-09
39,0.7,26,77,29,15,优,54,5,2015-07-10
65,0.8,39,118,54,35,良,198,11,2015-07-11
101,0.8,39,161,64,45,轻度污染,298,10,2015-07-12
159,1,42,224,101,72,中度污染,341,18,2015-07-13
155,0.7,34,220,56,35,中度污染,346,12,2015-07-14
117,0.8,30,179,43,27,轻度污染,329,10,2015-07-15
91,0.9,44,149,52,36,良,303,7,2015-07-16
74,1,50,129,61,42,良,243,8,2015-07-17
52,0.9,49,102,44,29,良,111,6,2015-07-18
58,1,34,110,53,36,良,146,6,2015-07-19
46,0.8,33,64,46,32,优,75,6,2015-07-20
45,0.9,36,33,31,19,优,71,8,2015-07-21
44,0.8,33,77,44,25,优,92,11,2015-07-22
43,0.8,31,44,43,22,优,116,9,2015-07-23
43,0.8,34,37,34,19,优,91,9,2015-07-24
44,0.9,33,61,44,22,优,82,11,2015-07-25
38,0.7,24,68,38,19,优,51,8,2015-07-26
41,0.8,31,53,41,21,优,63,10,2015-07-27
46,0.8,28,91,38,21,优,100,9,2015-07-28
42,0.8,33,47,40,21,优,82,10,2015-07-29
41,0.7,31,53,41,22,优,82,11,2015-07-30
48,0.7,30,96,40,20,优,123,12,2015-07-31
86,0.7,29,143,42,23,良,296,12,2015-08-01
75,0.6,26,129,36,18,良,261,11,2015-08-02
85,0.7,32,141,50,28,良,310,16,2015-08-03
134,0.8,32,197,58,34,轻度污染,354,16,2015-08-04
172,0.9,39,237,77,47,中度污染,359,15,2015-08-05
200,0.9,38,265,73,46,中度污染,365,13,2015-08-06
104,0.9,41,164,72,46,轻度污染,346,11,2015-08-07
76,0.9,38,131,70,49,良,281,14,2015-08-08
60,0.8,37,111,64,42,良,235,14,2015-08-09
61,1,39,113,52,36,良,247,12,2015-08-10
62,1,49,35,54,39,良,223,12,2015-08-11
104,0.9,36,164,62,37,轻度污染,307,13,2015-08-12
49,0.9,39,76,46,26,优,80,10,2015-08-13
57,0.9,45,43,48,29,良,146,12,2015-08-14
62,0.9,49,40,52,31,良,172,15,2015-08-15
75,1,42,130,69,37,良,222,16,2015-08-16
51,0.8,36,77,51,28,良,118,14,2015-08-17
81,0.8,30,137,50,28,良,241,13,2015-08-18
115,0.8,29,176,52,31,轻度污染,355,11,2015-08-19
68,1,46,74,74,49,良,252,14,2015-08-20
77,0.9,30,132,51,36,良,236,14,2015-08-21
82,0.9,32,138,57,41,良,250,12,2015-08-22
95,0.9,36,154,72,48,良,308,15,2015-08-23
112,0.9,38,173,80,55,轻度污染,347,12,2015-08-24
110,0.9,44,171,78,50,轻度污染,341,11,2015-08-25
115,1,43,176,96,64,轻度污染,323,18,2015-08-26
139,0.9,43,202,77,52,轻度污染,350,14,2015-08-27
73,1,46,127,58,42,良,202,8,2015-08-28
65,1,52,72,61,43,良,173,12,2015-08-29
53,0.9,42,79,39,30,良,109,7,2015-08-30
54,0.9,43,41,42,30,良,130,10,2015-08-31
50,1,40,30,45,30,优,119,11,2015-09-01
45,0.8,36,38,34,20,优,103,9,2015-09-02
57,1,45,21,48,30,良,186,14,2015-09-03
75,0.8,34,129,50,30,良,289,14,2015-09-04
82,0.7,32,138,48,28,良,336,12,2015-09-05
66,0.7,36,119,50,27,良,248,11,2015-09-06
58,0.8,46,57,52,30,良,155,10,2015-09-07
125,0.9,50,187,69,43,轻度污染,354,12,2015-09-08
157,1,61,222,93,59,中度污染,360,14,2015-09-09
136,0.9,63,199,97,59,轻度污染,354,18,2015-09-10
150,0.9,52,214,86,55,轻度污染,359,16,2015-09-11
75,0.9,46,129,78,54,良,313,9,2015-09-12
79,0.9,28,100,73,58,良,282,6,2015-09-13
63,0.9,39,101,67,45,良,140,6,2015-09-14
59,0.9,44,98,66,42,良,131,8,2015-09-15
64,0.9,47,72,75,46,良,142,9,2015-09-16
95,0.9,50,154,78,48,良,281,12,2015-09-17
110,0.9,48,171,83,55,轻度污染,313,15,2015-09-18
80,0.9,40,136,74,47,良,250,13,2015-09-19
48,0.8,37,80,48,30,优,101,9,2015-09-20
63,1.1,50,22,42,29,良,159,7,2015-09-21
55,1,44,96,53,39,良,146,11,2015-09-22
96,0.9,45,155,57,33,良,328,11,2015-09-23
72,0.9,41,126,56,32,良,266,9,2015-09-24
86,0.9,50,143,74,43,良,311,13,2015-09-25
60,1,40,112,56,40,良,183,11,2015-09-26
55,0.9,23,105,46,34,良,131,7,2015-09-27
69,0.9,37,122,71,46,良,244,10,2015-09-28
68,0.9,45,119,84,49,良,263,14,2015-09-29
88,1,56,129,105,65,良,319,14,2015-09-30
78,1,36,112,80,57,良,291,12,2015-10-01
52,0.8,24,97,53,34,良,84,6,2015-10-02
51,0.9,28,64,52,31,良,95,6,2015-10-03
30,0.7,24,28,21,15,优,21,3,2015-10-04
44,0.8,35,19,29,18,优,81,5,2015-10-05
68,1.1,54,32,52,33,良,198,10,2015-10-06
52,1.1,41,42,45,26,良,153,8,2015-10-07
49,1.1,36,82,49,31,优,141,12,2015-10-08
46,0.9,33,88,46,29,优,90,7,2015-10-09
38,0.7,29,54,38,22,优,83,4,2015-10-10
49,0.6,39,60,31,15,优,120,4,2015-10-11
88,0.9,70,72,81,41,良,259,12,2015-10-12
102,1.1,84,107,103,54,轻度污染,254,13,2015-10-13
131,1.3,105,194,151,91,轻度污染,276,21,2015-10-14
119,1.1,84,156,138,90,轻度污染,252,18,2015-10-15
101,0.9,81,126,107,63,轻度污染,180,16,2015-10-16
93,0.9,74,136,94,50,良,181,14,2015-10-17
82,0.8,58,138,101,54,良,185,15,2015-10-18
83,0.9,61,131,105,61,良,183,16,2015-10-19
75,0.8,60,120,96,52,良,129,17,2015-10-20
67,0.8,51,111,84,46,良,118,14,2015-10-21
70,0.8,55,108,90,49,良,143,12,2015-10-22
73,0.8,58,114,93,50,良,127,10,2015-10-23
80,0.9,64,121,106,56,良,200,14,2015-10-24
70,0.9,48,102,89,50,良,194,14,2015-10-25
65,0.8,50,116,80,44,良,173,16,2015-10-26
77,1,61,57,84,48,良,296,15,2015-10-27
84,1,63,125,101,62,良,275,13,2015-10-28
61,0.9,44,98,72,43,良,194,12,2015-10-29
67,1,48,78,78,48,良,250,14,2015-10-30
41,1.2,30,50,41,23,优,83,6,2015-10-31
33,1,26,31,22,11,优,38,5,2015-11-01
51,0.8,40,87,52,27,良,71,11,2015-11-02
70,0.9,56,78,75,42,良,112,13,2015-11-03
83,1.1,66,88,95,54,良,164,15,2015-11-04
84,1.1,66,138,109,62,良,208,19,2015-11-05
72,0.9,57,81,74,38,良,265,15,2015-11-06
73,0.8,58,115,91,44,良,283,19,2015-11-07
63,0.9,49,74,75,35,良,176,17,2015-11-08
56,1,39,37,61,31,良,104,12,2015-11-09
47,1,35,29,47,26,优,60,8,2015-11-10
67,1.2,49,59,84,48,良,170,15,2015-11-11
71,1.3,49,28,91,50,良,186,13,2015-11-12
39,1.2,31,6,29,18,优,59,6,2015-11-13
64,1.1,51,41,49,22,良,158,10,2015-11-14
64,0.9,51,58,70,39,良,152,14,2015-11-15
62,0.7,49,43,57,27,良,170,14,2015-11-16
60,0.8,48,58,62,28,良,177,15,2015-11-17
94,1,75,101,87,45,良,333,15,2015-11-18
85,1,68,64,89,56,良,295,12,2015-11-19
79,1.1,63,84,89,57,良,252,23,2015-11-20
72,1.1,50,39,76,52,良,249,14,2015-11-21
51,1.1,39,84,52,34,良,140,9,2015-11-22
45,0.9,36,86,40,26,优,134,9,2015-11-23
68,1,54,104,63,38,良,304,11,2015-11-24
55,1.2,44,46,53,24,良,195,13,2015-11-25
37,0.9,28,74,33,17,优,33,10,2015-11-26
57,0.8,45,77,48,29,良,111,12,2015-11-27
84,1.1,67,40,76,49,良,185,19,2015-11-28
95,1.3,67,57,106,71,良,190,29,2015-11-29
64,1.2,51,80,66,42,良,114,18,2015-11-30
85,1.4,68,66,98,61,良,186,20,2015-12-01
78,1.3,62,63,80,47,良,202,15,2015-12-02
44,1,35,27,24,17,优,71,4,2015-12-03
44,1,35,19,34,21,优,80,5,2015-12-04
50,0.8,40,15,45,23,优,125,7,2015-12-05
33,0.6,26,42,16,8,优,51,7,2015-12-06
40,0.6,32,45,29,17,优,49,6,2015-12-07
52,0.8,41,19,40,25,良,75,9,2015-12-08
53,1,42,5,25,19,良,86,6,2015-12-09
53,1,42,25,31,18,良,79,12,2015-12-10
52,0.9,41,39,38,24,良,96,9,2015-12-11
69,1.2,55,15,82,48,良,157,14,2015-12-12
90,1.4,68,34,114,67,良,205,20,2015-12-13
47,1.3,37,20,29,14,优,62,10,2015-12-14
43,0.9,32,62,42,30,优,71,10,2015-12-15
69,0.8,30,81,73,50,良,281,17,2015-12-16
48,0.5,33,76,48,20,优,68,15,2015-12-17
68,0.6,54,69,63,34,良,153,15,2015-12-18
101,0.9,81,74,90,52,轻度污染,220,19,2015-12-19
105,1.1,89,42,119,75,轻度污染,193,23,2015-12-20
115,1.3,74,18,123,87,轻度污染,171,18,2015-12-21
166,1.9,92,7,160,126,中度污染,234,18,2015-12-22
162,2,100,18,165,123,中度污染,217,16,2015-12-23
78,1.4,62,22,77,44,良,151,13,2015-12-24
44,1.3,35,57,32,18,优,50,9,2015-12-25
52,1.2,41,37,35,25,良,66,6,2015-12-26
54,1.2,43,20,30,19,良,98,7,2015-12-27
49,1.1,39,63,44,30,优,48,8,2015-12-28
72,1.1,45,28,67,52,良,106,9,2015-12-29
57,1.2,42,33,56,40,良,65,7,2015-12-30
70,1,45,66,74,51,良,95,10,2015-12-31
88,1.2,58,65,93,65,良,107,13,2016-01-01
105,1.8,82,52,130,79,轻度污染,139,16,2016-01-02
153,1.7,90,50,147,117,中度污染,223,19,2016-01-03
99,1.6,77,28,103,74,良,178,15,2016-01-04
70,1.3,56,15,47,25,良,183,8,2016-01-05
48,1.1,38,49,34,20,优,73,7,2016-01-06
63,1.2,50,73,48,29,良,143,6,2016-01-07
62,1.2,49,67,57,36,良,121,10,2016-01-08
78,1.3,62,52,74,50,良,154,17,2016-01-09
82,1.2,65,20,76,46,良,176,16,2016-01-10
53,1.2,42,26,23,12,良,124,6,2016-01-11
48,1.1,38,36,36,22,优,105,8,2016-01-12
54,0.9,43,62,46,30,良,95,8,2016-01-13
64,1,51,25,61,43,良,100,10,2016-01-14
53,1.1,42,8,34,23,良,67,4,2016-01-15
57,1.2,45,6,54,32,良,81,8,2016-01-16
47,1.2,37,45,30,17,优,65,7,2016-01-17
60,1,48,62,46,27,良,124,7,2016-01-18
63,0.9,50,34,65,41,良,100,8,2016-01-19
68,1,52,11,71,49,良,136,6,2016-01-20
48,1.2,38,11,29,16,优,89,4,2016-01-21
38,1,30,14,21,12,优,69,3,2016-01-22
29,0.7,22,55,28,20,优,20,5,2016-01-23
48,0.5,20,68,48,28,优,92,7,2016-01-24
53,0.6,32,81,56,23,良,70,14,2016-01-25
72,0.6,57,32,58,29,良,167,8,2016-01-26
73,1,58,15,45,36,良,138,5,2016-01-27
77,1.4,61,5,36,25,良,161,7,2016-01-28
68,1,54,17,32,18,良,176,5,2016-01-29
48,0.9,38,39,31,19,优,80,6,2016-01-30
49,0.9,39,20,30,20,优,92,5,2016-01-31
32,0.9,25,33,10,5,优,39,5,2016-02-01
33,1,26,56,27,20,优,26,9,2016-02-02
57,0.8,31,53,49,40,良,55,5,2016-02-03
58,0.9,33,55,56,41,良,91,7,2016-02-04
42,0.8,23,83,35,24,优,43,6,2016-02-05
68,0.7,21,121,61,40,良,176,12,2016-02-06
53,0.6,29,103,48,27,良,27,9,2016-02-07
130,0.9,54,100,98,99,轻度污染,140,26,2016-02-08
82,0.9,59,113,80,60,良,171,11,2016-02-09
75,0.9,58,67,73,55,良,184,8,2016-02-10
56,0.8,44,53,62,38,良,107,7,2016-02-11
44,0.8,32,60,44,26,优,46,7,2016-02-12
36,0.7,28,51,36,21,优,46,5,2016-02-13
30,1.1,23,51,30,18,优,27,5,2016-02-14
30,0.7,15,59,26,17,优,31,6,2016-02-15
43,0.7,24,68,40,30,优,73,12,2016-02-16
48,0.7,38,53,47,32,优,43,10,2016-02-17
75,0.9,60,30,75,54,良,189,13,2016-02-18
82,1,60,19,76,60,良,156,8,2016-02-19
62,0.8,49,104,71,43,良,131,11,2016-02-20
79,0.9,60,68,98,58,良,141,14,2016-02-21
60,1.1,48,38,57,35,良,95,10,2016-02-22
39,0.9,31,37,20,11,优,49,7,2016-02-23
34,0.8,27,52,20,14,优,32,6,2016-02-24
49,0.7,39,37,43,32,优,57,7,2016-02-25
60,0.8,48,21,42,28,良,130,7,2016-02-26
60,0.9,48,61,43,25,良,119,10,2016-02-27
89,1.2,71,52,75,44,良,235,14,2016-02-28
85,1.2,68,96,107,58,良,226,16,2016-02-29
109,1,87,152,137,82,轻度污染,296,24,2016-03-01
116,1,80,177,119,76,轻度污染,258,20,2016-03-02
98,0.9,78,131,81,52,良,186,19,2016-03-03
94,1,75,73,76,48,良,159,22,2016-03-04
92,1.1,73,55,82,56,良,133,20,2016-03-05
98,1.2,74,100,102,73,良,165,20,2016-03-06
70,1,56,37,56,41,良,119,20,2016-03-07
70,0.8,56,31,58,38,良,245,14,2016-03-08
59,1,47,15,45,29,良,260,10,2016-03-09
30,0.7,24,40,12,5,优,26,4,2016-03-10
39,0.7,28,59,38,27,优,33,6,2016-03-11
55,0.8,39,24,52,39,良,55,6,2016-03-12
54,1.2,43,4,38,25,良,86,8,2016-03-13
47,0.9,37,64,40,27,优,41,8,2016-03-14
68,1.1,54,22,72,49,良,76,12,2016-03-15
59,1.1,47,8,52,36,良,70,8,2016-03-16
68,1.5,54,6,48,37,良,101,7,2016-03-17
88,1.7,68,8,94,65,良,161,11,2016-03-18
67,1.4,53,4,76,48,良,95,11,2016-03-19
60,0.9,48,36,62,42,良,63,9,2016-03-20
73,1.1,58,38,43,30,良,163,10,2016-03-21
80,1.1,64,21,39,28,良,210,7,2016-03-22
68,1.2,54,33,32,21,良,250,7,2016-03-23
42,0.9,33,50,28,18,优,57,8,2016-03-24
58,0.8,42,109,62,36,良,103,13,2016-03-25
87,0.9,69,139,74,45,良,272,15,2016-03-26
70,0.9,52,123,67,42,良,131,14,2016-03-27
92,1,73,134,90,59,良,247,20,2016-03-28
109,1.2,98,101,119,75,轻度污染,321,24,2016-03-29
120,1.3,117,54,135,91,轻度污染,319,19,2016-03-30
175,1.7,108,156,180,132,中度污染,354,21,2016-03-31
129,1.3,82,84,111,98,轻度污染,336,21,2016-04-01
67,1.1,53,56,62,44,良,123,11,2016-04-02
64,1.1,51,26,60,44,良,233,10,2016-04-03
54,1.1,43,29,39,30,良,106,8,2016-04-04
62,1,49,29,44,30,良,151,10,2016-04-05
52,0.9,41,41,40,26,良,123,12,2016-04-06
50,0.9,40,33,46,31,优,91,12,2016-04-07
53,0.9,42,57,54,35,良,94,14,2016-04-08
54,0.9,43,21,50,34,良,111,13,2016-04-09
68,1,54,64,46,35,良,186,12,2016-04-10
59,1,47,52,51,33,良,113,13,2016-04-11
64,1.1,51,26,38,25,良,135,15,2016-04-12
93,1.3,74,34,62,40,良,228,15,2016-04-13
70,1.4,56,10,68,49,良,136,15,2016-04-14
58,1,46,10,50,34,良,97,12,2016-04-15
54,1,40,28,58,35,良,123,12,2016-04-16
50,0.9,30,21,50,32,优,97,14,2016-04-17
45,1.2,36,70,29,15,优,33,12,2016-04-18
77,1.2,61,54,51,33,良,247,14,2016-04-19
74,1.1,59,28,53,34,良,243,12,2016-04-20
73,1.1,58,14,62,45,良,173,13,2016-04-21
74,1,59,41,52,37,良,187,14,2016-04-22
85,1.1,68,39,62,45,良,260,16,2016-04-23
70,1,56,63,51,37,良,197,15,2016-04-24
59,0.9,47,74,53,35,良,123,15,2016-04-25
48,0.9,38,24,39,26,优,64,15,2016-04-26
62,1,38,114,50,31,良,137,11,2016-04-27
53,1.1,42,93,48,28,良,46,12,2016-04-28
72,1,50,116,77,52,良,116,14,2016-04-29
85,1.1,61,63,85,63,良,191,14,2016-04-30
54,1,43,67,48,36,良,55,11,2016-05-01
49,0.9,36,49,49,29,优,43,10,2016-05-02
47,0.9,37,47,44,28,优,42,9,2016-05-03
59,1,47,106,56,41,良,88,12,2016-05-04
42,0.8,27,49,42,24,优,31,8,2016-05-05
43,0.8,31,59,43,25,优,42,9,2016-05-06
53,0.9,42,52,48,26,良,112,11,2016-05-07
42,0.8,33,29,35,22,优,54,10,2016-05-08
38,0.8,30,50,37,22,优,31,9,2016-05-09
55,1.1,44,52,32,20,良,93,7,2016-05-10
110,1.1,39,170,44,28,轻度污染,244,8,2016-05-11
147,1.2,46,211,76,53,轻度污染,330,11,2016-05-12
110,1.1,54,171,77,47,轻度污染,340,16,2016-05-13
57,0.9,40,108,51,34,良,127,12,2016-05-14
68,0.9,33,121,47,27,良,292,13,2016-05-15
63,0.8,31,115,69,24,良,93,8,2016-05-16
68,1,51,111,85,48,良,81,13,2016-05-17
100,1,50,159,67,41,良,241,14,2016-05-18
59,0.9,47,85,54,32,良,68,14,2016-05-19
59,0.9,47,39,45,30,良,128,13,2016-05-20
42,1,33,64,27,17,优,54,9,2016-05-21
51,1,27,101,33,22,良,131,9,2016-05-22
85,0.9,39,142,51,31,良,273,11,2016-05-23
97,1.1,44,156,77,51,良,305,15,2016-05-24
109,0.9,30,169,61,42,轻度污染,315,12,2016-05-25
87,0.8,36,144,57,34,良,293,11,2016-05-26
33,0.7,22,51,33,15,优,32,7,2016-05-27
40,0.8,32,44,32,18,优,64,7,2016-05-28
52,1,40,69,54,29,良,104,11,2016-05-29
53,1,38,79,55,30,良,86,12,2016-05-30
52,0.7,23,102,40,22,良,99,10,2016-05-31
65,0.8,22,117,40,22,良,204,9,2016-06-01
75,0.8,22,130,43,22,良,233,9,2016-06-02
64,0.8,26,116,41,22,良,181,10,2016-06-03
62,1,49,67,44,23,良,162,9,2016-06-04
60,1.2,48,15,43,27,良,114,8,2016-06-05
120,1.2,48,181,62,46,轻度污染,329,10,2016-06-06
117,1.1,44,178,57,35,轻度污染,341,12,2016-06-07
49,0.9,39,91,40,24,优,70,9,2016-06-08
44,0.9,35,80,39,25,优,55,10,2016-06-09
42,0.9,31,83,36,21,优,72,9,2016-06-10
39,0.9,31,54,36,24,优,68,9,2016-06-11
44,1,35,67,40,23,优,104,9,2016-06-12
56,1.1,40,103,61,37,良,114,10,2016-06-13
45,0.9,32,81,45,27,优,72,8,2016-06-14
40,0.8,30,64,40,19,优,61,7,2016-06-15
53,0.8,33,103,38,22,良,97,6,2016-06-16
74,0.9,40,128,49,30,良,169,12,2016-06-17
36,0.7,26,72,32,17,优,49,8,2016-06-18
47,0.7,23,93,28,16,优,137,8,2016-06-19
58,0.6,26,109,35,18,良,179,9,2016-06-20
50,0.7,26,100,36,19,优,128,10,2016-06-21
52,0.7,30,102,38,20,良,147,10,2016-06-22
83,0.7,26,139,39,19,良,305,10,2016-06-23
103,0.7,26,163,39,22,轻度污染,348,10,2016-06-24
80,0.7,32,135,42,23,良,282,11,2016-06-25
51,0.7,25,101,36,18,良,133,10,2016-06-26
58,0.8,36,109,44,25,良,153,12,2016-06-27
48,0.9,38,36,42,23,优,117,9,2016-06-28
38,0.8,30,55,36,17,优,81,9,2016-06-29
39,0.8,31,46,30,15,优,97,7,2016-06-30
34,0.8,27,48,29,14,优,94,7,2016-07-01
32,0.8,25,61,32,17,优,55,7,2016-07-02
28,0.8,22,30,28,15,优,49,7,2016-07-03
30,0.8,24,38,25,13,优,52,8,2016-07-04
40,0.9,32,58,32,16,优,108,11,2016-07-05
49,0.9,39,50,40,21,优,154,11,2016-07-06
108,1,42,168,50,30,轻度污染,325,10,2016-07-07
89,1,45,146,66,44,良,316,14,2016-07-08
111,1,37,172,70,47,轻度污染,349,16,2016-07-09
63,0.9,30,115,47,30,良,225,9,2016-07-10
67,1.1,52,72,70,48,良,248,15,2016-07-11
50,0.8,40,22,33,20,优,143,10,2016-07-12
54,0.9,41,104,43,26,良,174,11,2016-07-13
48,0.9,38,58,38,23,优,154,12,2016-07-14
50,1,37,75,50,29,优,169,13,2016-07-15
43,0.9,32,79,43,25,优,86,10,2016-07-16
57,0.8,23,108,44,24,良,162,9,2016-07-17
45,0.8,21,90,36,21,优,115,8,2016-07-18
35,0.8,23,48,35,18,优,54,10,2016-07-19
35,0.8,21,70,33,17,优,70,9,2016-07-20
52,0.8,23,102,34,17,良,189,11,2016-07-21
95,0.8,24,153,40,22,良,318,12,2016-07-22
118,0.8,28,179,47,27,轻度污染,343,13,2016-07-23
160,0.8,33,225,55,32,中度污染,365,14,2016-07-24
202,0.9,38,275,61,38,重度污染,366,17,2016-07-25
86,0.8,35,143,41,25,良,269,14,2016-07-26
40,0.8,32,74,33,16,优,40,11,2016-07-27
87,0.9,34,144,51,28,良,237,15,2016-07-28
96,0.8,36,155,49,28,良,260,16,2016-07-29
113,1,50,174,68,40,轻度污染,323,20,2016-07-30
192,1.1,52,257,77,54,中度污染,363,15,2016-07-31
89,1,40,146,65,44,良,308,15,2016-08-01
30,0.8,14,60,26,14,优,15,7,2016-08-02
39,0.8,31,44,29,17,优,107,9,2016-08-03
39,0.9,31,67,36,19,优,93,13,2016-08-04
103,1,48,163,53,32,轻度污染,340,9,2016-08-05
113,1,43,174,62,39,轻度污染,352,14,2016-08-06
107,1,40,167,73,48,轻度污染,353,15,2016-08-07
100,1,41,159,73,50,良,349,15,2016-08-08
84,1.1,67,127,91,58,良,317,17,2016-08-09
72,1,57,80,52,35,良,291,11,2016-08-10
77,0.9,45,132,60,40,良,289,15,2016-08-11
82,1.1,65,54,76,59,良,311,16,2016-08-12
75,0.9,39,130,55,34,良,274,13,2016-08-13
37,0.8,29,58,28,15,优,46,11,2016-08-14
33,0.6,26,54,21,10,优,44,9,2016-08-15
37,0.6,29,41,24,12,优,52,10,2016-08-16
25,0.5,20,43,17,9,优,8,10,2016-08-17
32,0.6,24,63,24,12,优,35,10,2016-08-18
48,0.6,30,95,41,20,优,132,15,2016-08-19
90,0.8,42,148,68,38,良,322,16,2016-08-20
90,0.9,45,148,71,44,良,304,19,2016-08-21
118,0.9,40,179,63,43,轻度污染,354,20,2016-08-22
155,0.8,51,220,73,46,中度污染,365,22,2016-08-23
78,1,62,127,75,56,良,195,23,2016-08-24
197,1,55,262,97,71,中度污染,364,25,2016-08-25
122,1,45,184,76,53,轻度污染,363,19,2016-08-26
57,1,36,108,39,28,良,150,10,2016-08-27
47,1,26,93,43,31,优,62,11,2016-08-28
119,0.9,32,180,64,43,轻度污染,343,14,2016-08-29
128,1.1,48,190,77,52,轻度污染,347,14,2016-08-30
131,1.1,38,194,87,66,轻度污染,338,15,2016-08-31
50,0.8,30,100,37,21,优,118,11,2016-09-01
53,0.9,42,34,40,25,良,93,12,2016-09-02
53,1.1,40,33,54,37,良,88,12,2016-09-03
59,1.1,45,93,63,42,良,110,12,2016-09-04
58,0.8,32,109,44,27,良,135,12,2016-09-05
58,0.9,46,74,49,30,良,165,12,2016-09-06
63,1,50,66,42,29,良,197,10,2016-09-07
67,1,53,70,57,38,良,159,13,2016-09-08
64,1,51,48,49,30,良,165,10,2016-09-09
48,0.8,38,22,37,22,优,108,13,2016-09-10
53,1,42,29,47,27,良,143,14,2016-09-11
60,0.8,34,111,31,18,良,149,8,2016-09-12
